q_id,eng,class,chapter
5f070716c7d92c723b79442f,"When 100 g of ethylene polymerises entirely to polyethene, the weight of polyethene formed as per the equation:
\( \boldsymbol{n}\left(\boldsymbol{C}_{2} \boldsymbol{H}_{4}\right) \rightarrow-\left(\boldsymbol{C} \boldsymbol{H}_{2}-\boldsymbol{C} \boldsymbol{H}_{2}\right)_{n}- \) is:
A \( \cdot \frac{n}{2} g \)
B. 1009
c. \( \frac{100}{n} \mathrm{g} \)
D. \( 100 n \) g",11,SOME BASIC CONCEPTS OF CHEMISTRY
5eff6e51bd1a9b18d83b09ef,"1 L of a solution containing 10 g of
\( C u S O_{4} \) is to be electroyzed by a current strength of 48.25 A for 200 s. The weight of the final solution and pH of the
solution at the end of electrolysis are :
(assume that the volume remains
constant during electrolysis)
A. \( 6.825 g, p H=1 \)
в. \( 6.325 g, p H=10 \)
c. \( 6.795 g, p H=7 \)
D. none of the above",12,ELECTROCHEMISTRY
5eff8214bd1a9b18d83b57ff,"Two bodies having the same mass, \( 2 \mathrm{kg} \)
each have different surface areas \( 50 \mathrm{m}^{2} \)
and \( 100 \mathrm{m}^{2} \) in contact with a horizontal
plane. If the coefficient of friction is 0.2 the forces of friction that come into play when they are in motion will be in the ratio.
A . 1:
B. 1: 2
c. 2: 1
D. 1: 4",11,LAWS OF MOTION
5eff855cbd1a9b18d83b656a,"Who suggested the distribution of
electrons into different orbits of an
atom?
A. E. Goldstein
B. Ernest Rutherford
c. Bohr and Bury
D. Dalton",11,STRUCTURE OF ATOM
5efeb085bd1a9b18d8389645,"The twinkling of stars is due to atmospheric
A. Refraction of light
B. Reflection of light
c. scattering of light
D. Dispersion of light",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efdac03bd1a9b18d835e08e,"The distance between an object and its real image produced by a converging lens is \( 0.72 \mathrm{m} \). The magnification is 2
What will be the magnification when the object is moved by 0.04 m towards the lens?
A .2
B. 4
\( c .3 \)
\( D \)",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efd7ab1bd1a9b18d8355f95,"toppr
Q Type your question.
rumu ac shape ACB such that \( d<<l \). The
tension in the string is \( \mathrm{T} \) and the strain
produced in it is \( \varepsilon . \) If the Youngs modulus of the material of wire is \( Y \).
Then
This question has multiple correct options
A \( \cdot_{\varepsilon}=\frac{d}{2 l} \)
B. \( _{\varepsilon}=\frac{d^{2}}{2 l^{2}} \)
c. \( T=a Y\left(\frac{d}{2 l}\right) \)
D. \( T=a Y\left(\frac{d^{2}}{2 l^{2}}\right) \)",11,MECHANICAL PROPERTIES OF SOLIDS
5efcdf30f4ab8e55cf7bd317,"Which of the following statement(s) is/are correct?
I. Starch is almost insoluble in cold
water but relatively more soluble in boiling water.
II. Starch solution gives blue colour with
\( I_{2} \) solution in cold.
III. Starch is a reducing sugar.
IV. Starch forms osazone.
A. III and IV
B. I and II
c. ॥ and III
D. I and IV",12,BIOMOLECULES
5efdf600bd1a9b18d836a9b1,"Select the correct code about complex
\( \left[\boldsymbol{C r}\left(\boldsymbol{N} \boldsymbol{O}_{2}\right)\left(\boldsymbol{N} \boldsymbol{H}_{3}\right)_{5}\right]\left[\boldsymbol{Z} \boldsymbol{n} \boldsymbol{C l}_{4}\right] \)
(I) IUPAC name is pentaamminenitritoN-chromium(III) tetrachlorozincate (II)
(II) It does not exhibit geometrical isomerism
(III) It shows linkage isomerism
(IV) Its coordination isomerism
A. III, IV
B. I, III and IV
c. ॥, ॥ा and IV
D. I, II, III and IV",12,COORDINATION COMPOUNDS
5f06fafbc7d92c723b791a8c,"The intensity of central fringes in the interference pattern produced by two identical slits is \( I . \) When one of the slits
is closed then the intensity at the same
point is \( I_{o} . \) The relation between the \( I \)
and \( I_{o} \) is
A \( . I=4 I_{0} \)
B . \( I=2 I_{0} \)
c. \( I=I_{o} \)
D. \( I=\frac{I_{o}}{2} \)",12,WAVE OPTICS
5d8874f390246a130cc43c92,"(0) 1P
21. A parallel plate capacitor with plate area A and separation
between the plates d, is charged by a constant current
i. Consider a plane surface of area A/2 parallel to the
plates and drawn simultaneously between the plates. The
displacement current through this area is
(b) i/2
(c) i/4
(d) i/8
",12,ELECTROMAGNETIC WAVES
5f070d5bc7d92c723b7959a6,"Two balls of same mass are released
simultaneously from heights h \( \& 2 \mathrm{h} \) from the ground level. The balls collide
with the floor \( \& \) sticks to it. Then the
velocity-time graph of centre of mass of the two balls is best represented by:",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efec5bebd1a9b18d838cdcb,"the same park. The tables show the
weight of each person, along with the
distance between their centers of mass.
Which pair has the strongest attraction for each other (gravitationally)?
\( \mathbf{A} \)
\begin{tabular}{|l|l|}
\hline \multicolumn{1}{|c|} { Weight of Person 1 } & \multicolumn{1}{|c|} {100 pounds } \\
\hline Weight of Person 2 & 100 pounds \\
Distance between Them & 5 feet \\
\hline
\end{tabular}
B. \begin{tabular}{|l|l|}
\hline \multicolumn{1}{|c|} { Weight of Person 3 } & \multicolumn{1}{|c|} {50 pounds } \\
\hline Weight of Person 4 Distance between Them & 100 pounds 5 feet \\
\hline
\end{tabular}
\( c \)
\begin{tabular}{|l|l|}
\hline \multicolumn{1}{|c|} { Weight of Person 5 } & \multicolumn{1}{|c|} {300 pounds } \\
\hline Weight of Person 6 & 100 pounds \\
Distance between Them & 15 feet \\
\hline
\end{tabular}
D. \begin{tabular}{|l|l|}
\hline \multicolumn{1}{|c|} { Weight of Person 7 } & 300 pounds \\
\hline Weight of Person 8 & 200 pounds \\
Distance between Them & 30 feet \\
\hline
\end{tabular}
E. Some pairs tie for the greatest attraction",11,GRAVITATION
5efecbbbbd1a9b18d838dddc,"Which one is correct relation?
This question has multiple correct options
\( \mathbf{A} \cdot \Delta G=\Delta G^{o}+R T \ln Q \)
\( \mathbf{B} \cdot-\Delta G^{o}=R T \ln K \)
\( \boldsymbol{\alpha} \boldsymbol{H}=n F\left[T\left(\frac{\partial E}{\partial T}\right)_{P}-E\right] \)
D \( \quad E^{o}=\frac{R T}{n F} \ln K \)",12,ELECTROCHEMISTRY
5eff1cf5bd1a9b18d839ee59,"Define roasting.
A. Heating of sulphide ores in the presence of excess air to convert them into oxides
B. Heating of carbonate ores in the limited supply of air to convert them into oxides
C. Heating of oxides of metals to turn them into metal
D. Heating of carbonate ores in the limited supply of air to convert them into sulphide",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5f03183ee806777a1a33f863,"(i) If specific heat of ice is 0.5 cal \( g^{-1} C^{-1}, \) then the amount of heat required to convert 10 g of ice from \( -5^{\circ} C \) to \( 0^{\circ} C \)
\( \mathbf{A} \cdot 15 \mathrm{cal} \)
B . \( 25 \mathrm{cal} \)
\( \mathbf{c} .50 \mathrm{cal} \)
D. 100 cal",11,THERMAL PROPERTIES OF MATTER
5eff06ecbd1a9b18d839a2f9,"A wire is cut in to 4 pieces, which are put together by sides to obtain one conductor. If the original resistance of
wire was \( R, \) the resistance of the bundle
will be:
A \( \cdot \frac{R}{4} \)
в. \( \frac{R}{8} \)
c. \( \frac{R}{16} \)
D. \( \frac{R}{32} \)",12,CURRENT ELECTRICITY
5efe8b99bd1a9b18d8383654,"Hydro metallurgy is used in the extraction of:
A. \( C u \)
в. \( A l \)
\( \mathrm{c} \cdot M g \)
D. Na",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5efe0cffbd1a9b18d836e910,"Which of the following statements
¡IIIustrates the law of multiple
proportions?
A. An element forms two oxides, \( \mathrm{XO} \) and \( \mathrm{XO}_{2} \) containing \( 50 \% \) and \( 60 \% \) oxygen respectively. The ratio of masses of oxygen which combines with 1 g of element is 2: 3
B. Hydrogen sulphide contains \( 5.89 \% \) hydrogen, water contains \( 11.1 \% \) hydrogen and sulphur dioxide contains \( 50 \% \) oxygen
C. 3.47 g of \( B a C l_{2} \) reacts with 2.36 g of \( N a_{2} S O_{4} \) to give 3.88 \( \mathrm{g} \) of \( \mathrm{BaSO}_{4} \) and \( 1.95 \mathrm{g} \) of NaCl
D. 20 \( \mathrm{mL} \) of ammonia gives 10 volumes of \( \mathrm{N}_{2} \) and 30
volumes of \( H_{2} \) at constant temperature and pressure",11,SOME BASIC CONCEPTS OF CHEMISTRY
5efdbeb4bd1a9b18d83611ef,The modern periodic table consists of periods.,11,CLASSIFICATION OF ELEMENTS AND PERIODICITY IN PROPERTIES
5f044cdb197db3497f5bc144,"Given are the isomers \( C_{8} H_{8} O_{2} \)
Which isomer reacts with \( N a H C O_{3} ? \)
\( A \)
B.
\( c \)
\( D \)",12,"ALDEHYDES, KETONES AND CARBOXYLIC ACIDS"
5eff2716bd1a9b18d83a10db,"An electron in an atom revolves around
0
the nucleus in an orbit of radius \( 0.53 A \)
Calculate the equivalent magnetic moment, if the frequency of revolution of electron is \( 6.8 \times 10^{9} M H z( \) Given :
\( \left.e=1.6 \times 10^{-19}\right) \)",12,MOVING CHARGES AND MAGNETISM
5efcd35af4ab8e55cf7bb264,"In a series \( L C R \) circuit \( K=200 \Omega \) and
the voltage and frequency of the main supply are \( 220 V \) and \( 50 H z \)
respectively. On taking out the capacitor from the circuit, the current
leads the voltage by \( 30^{\circ} . \) On taking out the indicator from the circuit the
current leads the voltage by \( 30^{\circ} . \) The power dissipated in the \( L C R \) circuit is :
\( \mathbf{A} \cdot 342 W \)
B. 305 \( W \)
c. \( 209 ~ W \)
D. \( 242 \mathrm{W} \)",12,ALTERNATING CURRENT
5efd76b8bd1a9b18d8355576,"A massless rigid rod of length \( 50 \mathrm{cm} \)
whose one end is attached to the edge
of the table at point \( O \) and at the other
end of the rod is a ball of clay of mass
\( \boldsymbol{m}=\mathbf{0 . 2 k g} . \) The rod extends horizontally
from the end of the table. Find out the
torque of the gravitational force on the
clay ball about point \( O ? \)
A \( .0 .01 N-m \)
B. \( 0.1 N-m \)
c. \( 1 N-m \)
D. \( 10 N-m \)
E \( .100 N-m \)",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efeace8bd1a9b18d8388cbf,"The number of \( H C l \) molecules formed
in the oxidation of 1 molecule of
chlorofom to phosgene by air is:
\( \mathbf{A} \cdot \mathbf{0} \)
B.
\( c \cdot 2 \)
D. 3",12,HALOALKANES AND HALOARENES
5efeec37bd1a9b18d8394394,"A very long straight solenoid carries a
current \( I . \) The cross-sectional area of
the solenoid is equal to \( S \), the number
of turns per unit length is equal to \( n \) The flux of the vector \( \vec{B} \) through the
end plane of the solenoid is \( \frac{\Phi_{0}}{x} . \) Find \( x \)",12,MOVING CHARGES AND MAGNETISM
5efdeec7bd1a9b18d83696b4,"State True or False.
The salt bridge permits movement of charge and mixing of the solution.
A. True
B. False",12,ELECTROCHEMISTRY
5f02e0bee806777a1a332807,"Calculate approximately how much current is necessary to produce oxygen
gas at the rate of \( 1 ~ m L \) per second?",12,ELECTROCHEMISTRY
5f06e888c7d92c723b78db9d,"Fill in the blanks:
When a ray of light travels from an optically less denser medium to an optically more denser medium, the angle of incidence is always than angle of refraction.
A. more
B. less
c. same as
D. cant say",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5eff5466bd1a9b18d83aadc0,"Which of the following is the cause of weightlessness experienced while orbiting around earth on a spaceship?
A. Inertia
B. Zero gravity
c. Acceleration
D. Centre of gravity",11,GRAVITATION
5eff55fdbd1a9b18d83ab336,"The vapour pressure of a saturated solution of sparingly soluble salt
\( \left(X C l_{3}\right) \) was \( 17.20 \mathrm{mm} \) Hg at \( 27^{\circ} \mathrm{C} . \) If the
vapour pressure of pure \( \boldsymbol{H}_{2} \boldsymbol{O} \) is 17.25 \( \mathrm{mm} \mathrm{Hg} \) at \( 300 \mathrm{K}, \) what is the solubility of sparingly soluble salt \( X C l_{3} \) in
mole/L?
A . \( 4.02 \times 10^{-2} \)
в. \( 8.08 \times 10^{-2} \)
c. \( 2.02 \times 10^{-2} \)
D. \( 4.04 \times 10^{-3} \)",12,SOLUTIONS
5efe5f18bd1a9b18d837c1e3,"In which of the following ketonic group is absent?
A. Guanine
B. Thymine
c. Adenine
D. Uracil",12,BIOMOLECULES
5efd2171f4ab8e55cf7c898c,"Consider the reaction at 300 K.
\( \boldsymbol{H}_{2}(\boldsymbol{g})+\boldsymbol{C l}_{2}(\boldsymbol{g}) \rightarrow 2 \boldsymbol{H} \boldsymbol{C l}(\boldsymbol{g}) ; \boldsymbol{\Delta} \boldsymbol{H}^{o}= \)
\( -185 k J \)
If 2 mole of \( H_{2} \) completely react with 2
mole of \( C l_{2} \) to form HCl. What is \( \Delta U^{\circ} \)
for the reaction?
\( \mathbf{A} \cdot \mathbf{0} \)
B . -185 kJ
c. 370 k.
D. None of these",11,THERMODYNAMICS
5efe3a04bd1a9b18d83760a9,"Assertion
The unshared pairs residing in pure
\( \sigma-o r-\pi \) -orbital do not contribute in
dipole moment.
Reason
The \( \sigma \) -orbital is spherically symetrical, hence it contributes nothing. Similarly,
the two lobes of a pure \( \pi \) -orbital are
projected in opposite directions to
cause no effect.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE
5f070a6fc7d92c723b794fb7,"Who is given credit for coming up with the ""plum pudding"" model of the atom?
A. Niels Bohr
B. Earnest Rutherford
c. J.J. Thompson
D. James chadwick
E. Max Planck",12,ATOMS
5f030f2be806777a1a33d5fe,"Which of the following is correct about
Phase \( A \rightarrow \) Phase \( C ? \)
A. Sublimation
B. Deposition
c. Vaporization
D. condensation
E. Melting",11,THERMAL PROPERTIES OF MATTER
5efd795fbd1a9b18d8355c4a,"Which of the following will not function as a buffer solution?
(i) \( N a C l \) and \( N a O H \)
\( (i i) N a O H \) and \( N H_{4} O H \)
\( (\text {iiii}) \boldsymbol{C H}_{3} \)COONH\( _{4} \) and \( \boldsymbol{H C l} \)
\( (i v) \) Borax and boric acid
A \( \cdot(i),(i i),(i i i) \)
B. \( (i i),(i i i),(i v) \)
C. \( (i),(i i i),(i v) \)
D. \( (i),(i i),(i i i),(i v) \)",11,EQUILIBRIUM
5eff5cffbd1a9b18d83acb73,"In Millikan's oil drop experiment, a charged drop of mass \( 1.8 \times 10^{-14} k g \) is
stationary between the plates. The distance between the plates is \( 0.90 \mathrm{cm} \) and potential difference between them is \( 2.0 \mathrm{kV} \). The number of electrons on the
drop is
A. 500
B. 50
\( c \cdot 5 \)
D.",12,DUAL NATURE OF RADIATION AND MATTER
5f031366e806777a1a33e610,"of the body is a measure of inertia. Fill in the blanks.
A. Mass
B. Force
c. velocity
D. speedd",11,LAWS OF MOTION
5efd1b30f4ab8e55cf7c7910,"The hydration of ionic compounds involves:
A. evolution of heat
B. weakening of attractive forces
c. dissociation into ions
D. all of these",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE
5f042dd7197db3497f5b4cef,"The ratio of specific heat capacity to molar heat capacity of a body
A . is a universal constant
B. depends on the mass of the body
c. depends on the molecular weight of the body
D. is dimensionless",11,THERMODYNAMICS
5f07013dc7d92c723b792f41,"During electrophoresis of colloidal sol of \( \boldsymbol{F} \boldsymbol{e}(\boldsymbol{O} \boldsymbol{H})_{3}, \) the colloidal particles
A. Move towards anode and cathode both
B. Move towards cathode
c. Move towards anode
D. Do not move",12,SURFACE CHEMISTRY
5efea685bd1a9b18d8387cb8,"In an LCR circuit having \( \boldsymbol{L}=\mathbf{8 . 0 H}, \boldsymbol{C}- \)
\( 0.5 \mu F \) and \( R=100 \Omega \) in series, the
resonance frequency is:
A . 600 rad/sec
в. \( 600 H z \)
c. 500 rad/sec
D. \( 500 H z \)",12,ALTERNATING CURRENT
5efd1481f4ab8e55cf7c6624,"Body is projected vertically with velocity \( 10 \mathrm{m} / \mathrm{s} \) on reaching the ground, change in its velocity is(upwards direction is taken as positive)
\( A \cdot 20 \mathrm{m} / \mathrm{s} \)
B. \( -20 \mathrm{m} / \mathrm{s} \)
c. zero
D. none",11,MOTION IN A PLANE
5efef64dbd1a9b18d83967a9,"A \( H e^{+} \) ion is in its first excited state.
Its ionization energy is?
A .6 .04 ev
B. 13.60 ev
c. 54.40 ev
D. 48.36 ev",12,ATOMS
5eff6afabd1a9b18d83afd85,"The resultant intensity for two identical waves of intensity I with a phase difference of \( \pi / 3 \) is
B . \( R=\sqrt{3 I} \)
D. \( R=3 \sqrt{3 I} \)",12,WAVE OPTICS
5efcf092f4ab8e55cf7c01cf,"Which one of the followings is/are an
example of homogeneous catalysis? This question has multiple correct options
A. Formation of \( S O_{3} \) in the chamber process
B. Formation of \( S O_{3} \) in the contact process
c. Hydrolysis of an ester in the presence of acid.
D. Decomposition of \( K C l O_{3} \) in the presence of \( M n O_{2} \)",12,SURFACE CHEMISTRY
5efd88a4bd1a9b18d83583ed,"Two liquids \( A \) and \( B \) of equal volumes have their specific heats in the ratio 2 :
3. If they have same thermal capacity, then the ratio of their densities is
A . 1:
B. 2:3
\( c \cdot 3: 2 \)
D. 5: 6",11,THERMAL PROPERTIES OF MATTER
5efe1defbd1a9b18d8371702,"Assertion
Kirchhoff's junction rule can be applied to a junction of several lines or a point in a line.
Reason
When steady current is flowing, there is no accumulation of charges at any junction or at any point in a line.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",12,CURRENT ELECTRICITY
5efe7535bd1a9b18d837fe04,"Which of the following mixture does not obey Daltons law of partial pressures.
A \( \cdot C O_{2} \) and \( O_{2} \) at room temperature
B. \( N H_{3} \) and \( H C l \) at \( 0^{\circ} C \)
C. \( N H_{3} \) and \( H C l \) at room temperature
D. Excess of \( C l_{2} \) and \( N H_{3} \)",11,SOME BASIC CONCEPTS OF CHEMISTRY
5f0707cfc7d92c723b7946a5,"\( S: A \) reaction \( 2 S O_{2}+O_{2} \rightleftharpoons 2 S O_{3} ; \) has
\( \boldsymbol{K}_{\boldsymbol{p}} \) at \( \boldsymbol{2} \boldsymbol{9} \boldsymbol{8} \boldsymbol{K} \) and \( \boldsymbol{5 0 0} \boldsymbol{K} \) as \( \boldsymbol{4} \boldsymbol{. 0} \times \boldsymbol{1 0}^{24} \)
and \( 8.5 \times 10^{10} \) respectively.
\( \mathrm{E}: \) The \( \boldsymbol{E}_{a} \) for the forward reaction is
lesser than \( E_{b} \) for the backward
reaction.
A. s is correct but E is wrong
B. s is wrong but E is correct
c. Both \( \mathrm{S} \) and \( \mathrm{E} \) are correct and \( \mathrm{E} \) is correct explanation 0 \( S \)
D. Both S and E are correct but E is not correct explanation of",11,EQUILIBRIUM
5efcfa55f4ab8e55cf7c1c7f,"If a source of power \( 4 k W \) produces \( 10^{20} \) photons/second, the radiation belongs to a part of the spectrum called:
A. y-rays
B. X-rays
c. Ultraviolet rays
D. Microwaves",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5f06fadcc7d92c723b791a1f,"Two slits are separated by a distance of \( 0.5 m m \) and illuminated with light of wavelength \( \lambda=6000 A \). If the screen is
placed at 2.5 m from the slits. The
distance of the third bright fringe from the centre will be
A. \( 1.5 \mathrm{mm} \)
B. \( 3 m m \)
\( c .6 m m \)
D. \( 9 \mathrm{mm} \)",12,WAVE OPTICS
5f06b870c7d92c723b782d1a,"IUPAC name of \( \boldsymbol{C} \boldsymbol{H}_{3}-\boldsymbol{O}-\underset{\boldsymbol{I}}{\boldsymbol{C} \boldsymbol{H}_{3}} \boldsymbol{H}-\boldsymbol{C} \boldsymbol{H}_{3} \)
is
A. 3-Methoxy propane
B. 2-Methyl methoxy ethane
c. 1-Methoxy-1-methyl ethane
D. Methoxy isopropane",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efd04daf4ab8e55cf7c398c,"The product \( C \) and \( D \) in above reaction
are:
\( \mathbf{A} \)
B.
and
\( c \)
and
D.
and",12,"ALCOHOLS, PHENOLS AND ETHERS"
5f06bac8c7d92c723b783599,"Using proposed solution for \( v, \) find the acceleration.
A .
в. \( \frac{g}{2} \)
c. \( \frac{g}{3} \)
D. none of these",11,LAWS OF MOTION
5efe78fcbd1a9b18d8380813,"Velocity-time graph of a particle moving
in a straight line is shown in the figure. Find the total displacement of the
particle
\( 4.40 \mathrm{m} \)
\( B .60 \mathrm{m} \)
\( c \cdot 80 m \)
D. \( 100 \mathrm{m} \)",11,MOTION IN A STRAIGHT LINE
5efe1bdabd1a9b18d8371148,"What is internal energy change of
combustion for methanol?
Reaction
\( \mathbf{A} \cdot-680 k J / \)mole
B . \( -6.8 k J / \) mole
c. \( -567 k J / \) mole
D. \( -5.67 k J / \) mole",11,THERMODYNAMICS
5efebc6abd1a9b18d838b4cf,"Which one is more basic,
\( \boldsymbol{C H}_{3} \boldsymbol{N} \boldsymbol{H}_{2} \boldsymbol{o r} \boldsymbol{C F}_{3} \boldsymbol{N H}_{2} \)
\( \mathbf{A} \cdot C H_{3} N H_{2} \)
В \( \cdot C F_{3} N H_{2} \)
c. Both have similar basicity
D. None of the above",12,AMINES
5f0445cb197db3497f5ba67d,"The specific gravity of a salt solution is 1.025. If \( V \) mL of water is added to 1.0 L
of this solution to make its density
\( 1.02 g m L^{-1}, \) what is the value of \( V \) in
\( \mathrm{mL}, \) approximately?",12,SOLUTIONS
5efcc4b7f4ab8e55cf7b8af1,"The standard free energy change (in kJ) for the reaction,
\[
\begin{array}{c}
\mathbf{3} \boldsymbol{F} \boldsymbol{e}^{2+}(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{2} \boldsymbol{C r}(\boldsymbol{s})=\boldsymbol{2} \boldsymbol{C r}^{3+}(\boldsymbol{a} \boldsymbol{q})+ \\
\boldsymbol{3} \boldsymbol{F} \boldsymbol{e}(\boldsymbol{s})
\end{array}
\]
\( \operatorname{given} E_{F e^{2+} / F e}^{o}=-0.44 \mathrm{V} \) and
\[
\boldsymbol{E}_{C r^{3+} / \boldsymbol{C r}}^{o}=-\mathbf{0 . 7 4 V} \text { is }(\boldsymbol{F}=\mathbf{9 6 5 0 0 C})
\]
A .57,900
В. -57,900
c. -173,700
D. 173,700",12,ELECTROCHEMISTRY
5eff1460bd1a9b18d839d24b,"A point object \( \boldsymbol{O} \) is placed in front of a
concave mirror of focal length \( 10 \mathrm{cm} . \) A glass slab of refractive index \( \mu=3 / 2 \)
and thickness \( 6 \mathrm{cm} \) is inserted between
the object and mirror. Find the position and nature of the final
image when the distance \( x \) shown in
figure, is 20 cm.
A. \( 17 c m, \) virtual
B. \( 17 \mathrm{cm} \), real
c. \( 12 c m, \) virtual
D. \( 15 \mathrm{cm} \), virtual",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5eff337fbd1a9b18d83a3bf7,"The number of \( 1^{0}, 2^{0} \) and \( 3^{0} \) alcoholic
groups in Mannitol or Sorbitol are:
\( A \cdot 2,4 \) and 0
B. 1,4 and 0
c. 2,2 and 0
D. 2, 1 and 1",12,"ALCOHOLS, PHENOLS AND ETHERS"
5d5b800b9a316819a4a8687a,"2.44 Write the chemical reactions involved in the extraction of gold by
cyanide process. Also give the role of zinc in the extraction.
Ane
A
l
OCN- och
TANONY-Ingle
-laal
",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5f02fdb5e806777a1a3395a2,"State whether true or false:
The substance with more specific heat
has greater ability to store heat.
A. True
B. False",11,THERMODYNAMICS
5efef694bd1a9b18d83968a1,"In kjeldahl's method of estimation of nitrogen, nitrogen is quantitatively converted to ammonium sulphate. It is
the treated with the standard solution
of alkali. The nitrogen which is present is estimated as:
A . \( N_{2} \) gas
B. \( N O_{2} \) gas
C. \( N H_{3} \) gas
D. \( \left(N H_{4}\right)_{2} S O_{4} \)",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5d85f56d90246a130cc0c883,"ath time (t) in a coil if
1. The variation of induced emf (E) with time (t) in
a short bar magnet is moved along its axis with a co
velocity is best represented as
with a constant
S
N
(a)
",12,ELECTROMAGNETIC INDUCTION
5efd0b97f4ab8e55cf7c4c69,"Which pair of polymers have similar properties?
A. Nylon, \( P V C \)
в. \( P A N, P T F E \)
c. \( P C T F E, P T F E \)
D. Bakelite, alkyle resin",12,POLYMERS
5efcc9fff4ab8e55cf7b98b1,"The chemical method used in the
concentration of ore is also known as:
A. Bleaching
B. Leaching
c. Roasting
D. Calcination",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5efecc9bbd1a9b18d838e021,"In an experiment, \( 4.90 \mathrm{g} \) of copper oxide
was obtained from \( 3.92 g \) of copper. In another experiment, \( 4.55 g \) of copper oxide gave,on reduction, \( 3.64 g \) of copper. show that these figures verify the law of constant proportions.",11,SOME BASIC CONCEPTS OF CHEMISTRY
5efe7234bd1a9b18d837f5b1,"This is the branch of chemistry deals with chemistry of elements other than carbon and of their compounds:
A. Physical chemistry
B. Inorganic chemistry
c. organic chemistry
D. Analytical chemistry",11,SOME BASIC CONCEPTS OF CHEMISTRY
5efe3234bd1a9b18d8374d9f,"What is the wavelength of light emitted when the electron in a hydrogen atom undergoes transition from an energy
level with \( n=4 \) to \( n=2 ? \)",11,STRUCTURE OF ATOM
5efeacc1bd1a9b18d8388c5e,"Which of these is o, p-directing and deactivating group?
A. \( -F \)
в. \( -C l \)
\( \mathrm{c} .-B r \)
D. All of these",12,HALOALKANES AND HALOARENES
5efea0f7bd1a9b18d8386e79,"\( A L \) of \( X_{L} \) is connected in series with a
bulb \( B \) to an A.C. source as shown in the
figure. Briefly explain how does the brightness of the bulb change, when
(i) Number of turns of the inductor is
reduced.
(ii) A capacitor of reactance \( \boldsymbol{X}_{\boldsymbol{C}}=\boldsymbol{X}_{\boldsymbol{L}} \)
is included in the same circuit
(iii) If increase driving frequency \( \boldsymbol{f} \) in the circuit, does the current amplitude
\( I \) increase or stay the same?",12,ALTERNATING CURRENT
5efd7b25bd1a9b18d83560c9,"A force of \( 600 N \) acts on the bullet of the
\( \operatorname{area~of~cross~section~} 0.6 \mathrm{cm}^{2} . \) The
pressure exerted is \( 10^{x} \). What is \( X ? \)",11,MECHANICAL PROPERTIES OF FLUIDS
5efde423bd1a9b18d8367a2d,"A parallel plate capacitor contains a mica sheet \( \left(\text { thickness } 10^{-3} m\right) \) and \( a \)
sheet of fiber (thickness \( 0.5 \times 10^{-3} m \) ).
The dielectric constant of mica is 8 and
that of the fiber is \( 2.5 . \) Assuming that the fiber breaks down when subjected to an electric field of \( 6.4 \times 10^{6} V m^{-1} \)
find the maximum safe voltage (in
kV) that can be applied to the capacitor.",12,ELECTROSTATIC POTENTIAL AND CAPACITANCE
5eff1c49bd1a9b18d839ec4a,"When light enters a dispersive medium, light wave of different wavelength travels with different velocities.
A. Yes
B. No
c. Sometimes
D. When medium is a fibre",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5eff643dbd1a9b18d83ae559,"\( 100 g \) of liquid \( A \) (molar mass \( \left.140 g m o l^{-1}\right) \) was dissolved in \( 1000 g \) of liquid B (molar mass \( 180 g \) mol\( ^{-1} \) ). The
vapour pressure of pure liquid B was
found to be 500 torr. Calculate the
vapour pressure of pure liquid \( A \) and its vapour pressure in the solution if the
total vapour pressure of the solution is
475 torr.",12,SOLUTIONS
5eff1272bd1a9b18d839cb97,"For an incident light ray on a mirror, If the angle between the mirror and the
incident ray is \( 30^{\circ}, \) what will be the
angle of reflection?
\( A \cdot 30 \)
B. 60
\( c .90 \)
D. 150",12,RAY OPTICS AND OPTICAL INSTRUMENTS
